rank,name,url,overallRating,easeOfUse,design,features,outputs,privacy,accountFriction,resultQuality,bestFor,pricing,tags
350,Random Number Lab Groups Generator,https://www.randomnumberlab.org/groupsgenerator,2.6,3.0,2.8,2.0,1.5,4.6,5.0,2.1,Research-style number group generator for random sampling and subject assignment,Free web tool. No account required.,privacy-friendly
351,RandomHub Random Group Generator,https://randomhub.io/random-group-generator,2.6,4.4,3.8,1.9,2.0,3.6,5.0,2.0,Minimal no-account random group splits with copy output,Free. No account is required.,
352,RandomTools.io Team Generator,https://randomtools.io/teams-generator,2.6,3.0,2.0,1.9,3.2,1.2,5.0,2.1,"Ad-supported random team splitter with copy, print, and Excel export claims",Free ad-supported web tool. No account required.,
353,SmartFreeTools Team Generator,https://smartfreetools.com/random-team-generator-split-a-list-in-groups/,2.6,2.8,2.6,2.0,2.8,2.3,5.0,1.9,Random team draw page with copy/Excel/print/PDF features described,Free ad-supported web tool. No account required.,
354,SpinTheWheel.io Team Draw Generator,https://spinthewheel.io/de/team-draw-generator,2.6,3.1,3.6,2.2,1.8,1.3,5.0,1.7,"Randomly pairing teams from two pots, not forming teams from people",Free ad-supported web tool. No account was required to spin and record a matchup; saving custom wheels may require account/login behavior on the wider site.,
355,Teacher Toolset Random Group Maker,https://www.teacher-toolset.online/en/onlinetools/group-maker,2.6,3.4,3.1,2.1,2.2,0.7,5.0,2.1,Classroom random groups when teachers can add/import a roster and export text,Free. No account is required.,
356,TeachQuill Classroom Group Generator,https://teachquill.com/classroom-group-generator,2.6,3.0,4.1,2.8,1.8,2.3,1.4,2.7,AI-assisted classroom grouping drafts from natural-language constraints,Account required to generate in the tested workflow. Pricing is part of TeachQuill’s broader AI educator platform; the page pushes “Get started free” and login rather than a no-account group-generator workflow.,"constraints,ai-assisted"
357,Toolita Team Picker,https://toolita.com/decision/team-picker/,2.6,3.8,3.0,2.0,1.0,1.2,5.0,2.1,Casual random teams or fixed-size groups when ad/cookie load is acceptable,Free. No account is required.,
358,Versakit Group Generator,https://versakit.net/generators/group,2.6,4.7,3.8,1.8,2.5,4.0,5.0,2.0,Clean no-account random groups with copy/text download,Free. No account or payment required.,"privacy-friendly,basic-randomizer"
359,Wheel of Decision Team Generator,https://wheelofdecision.com/tool/team-generator/,2.6,3.5,3.0,2.2,1.4,1.0,5.0,2.1,Simple team generation with history/statistics and local participant state,Free. No account is required.,
360,AgentCalc Random Team Generator,https://agentcalc.com/random-team-generator,2.5,3.6,2.7,1.7,1.0,2.4,5.0,2.2,Educational simple random teams with clear algorithm explanation,Free. No account is required.,
361,Comment Picker Random Team Generator,https://commentpicker.com/team-generator.php,2.5,5.0,2.6,2.0,4.0,1.0,4.5,2.0,Basic random teams with stronger copy/print/Excel output,"Free, ad-supported web tool. Comment Picker Premium starts at $9.99 and is positioned as ad-free with higher limits/features, but the random team generator FAQ says team generation is free without limits.",strong-exports
362,GraphPad QuickCalcs Random Assignment,https://www.graphpad.com/quickcalcs/randomize1/,2.5,3.0,2.8,1.9,1.8,1.9,5.0,2.2,Research subject randomizer for treatment-group assignment and within-group shuffling,Free web calculator. Prism trial/sign-in links present but not required.,
363,IOTools Random Team Generator,https://iotools.cloud/tool/random-generator/random-team-generator/,2.5,3.8,2.8,1.9,2.6,1.0,4.8,2.0,"Basic random teams with duplicate removal, file import, copy buttons, and a client-side workflow",Free web tool. No account required for generation; sign-in exists for site features.,
364,MainFacts Random Team Generator,https://mainfacts.com/random-team-generator,2.5,2.9,2.1,1.8,1.4,1.3,5.0,2.0,Older random team/group generator with delimiter options and multiple split results,Free ad-supported web tool. No account required.,basic-randomizer
365,NameGenHub Name Group Generator,https://namegenhub.com/generator/name-group-generator/,2.5,2.8,2.8,2.3,1.8,1.8,4.5,1.9,AI-assisted name grouping with natural-language directives and copy output,Free AI web tool. No account required in the reviewed flow.,"constraints,ai-assisted"
366,PiliApp Random Team Generator,https://pili.app/random/team/,2.5,2.8,2.3,2.1,2.0,1.3,5.0,2.0,Localized simple team splitting with copy and saved session data,Free. No account is required.,
367,Random Choice Generator Random Team Generator,https://randomchoicegenerator.com/random-team-generator/,2.5,3.7,2.7,1.6,1.2,0.8,5.0,2.0,Very simple browser team splitting with shareable name-list URLs,Free ad-supported web tool. No account is required.,basic-randomizer
368,Random Team Generator GitHub App,https://randomteamgenerator.github.io/input.html,2.5,4.6,3.1,1.2,1.0,4.5,5.0,2.0,"Open-source, no-account random teams when privacy and simplicity matter more than features",Free open-source web app. No account required.,"privacy-friendly,basic-randomizer"
369,RandomGenerator.com.au Random Group Generator,https://www.randomgenerator.com.au/random-group-generator,2.5,3.5,3.1,1.8,1.8,1.3,5.0,2.1,Basic target-group-size grouping with copy-all output,Free. No account is required.,basic-randomizer
370,RandomGroupGenerator.co,https://randomgroupgenerator.co/,2.5,4.6,3.8,1.5,1.0,4.8,5.0,2.0,"A clean, private, one-screen random split when exports do not matter",Free web tool. No account required.,"privacy-friendly,basic-randomizer"
371,RandomTeamGenerator Discord App,https://discord.com/discovery/applications/693300079838101504,2.5,2.2,3.0,2.0,0.8,2.4,1.5,2.2,Discord bot for creating random teams in gaming/community servers,Free Discord app/bot listing; Discord account/server install required.,
372,RandoTools Random Team Generator,https://randotools.app/random-team-generator/,2.5,4.2,3.0,1.7,1.8,2.4,5.0,2.0,Quick private-ish two-mode team splitting with per-team copy,Free. No account is required.,basic-randomizer
373,Randzy Team Generator,https://www.randzy.com/team-generator,2.5,3.0,2.8,1.4,1.0,2.7,5.0,2.0,Simple add-name random team generator,Free ad-supported web tool. No account required.,basic-randomizer
374,SpinTheNamePicker Team Generator,https://spinthenamepicker.com/pages/team-generator.html,2.5,3.7,2.8,1.9,0.8,2.3,5.0,2.1,Quick sports/classroom team splits with equal-size or random-size mode,Free. No account is required.,
375,SpinYourPick Team Splitter,https://spinyourpick.com/team-splitter,2.5,3.0,2.5,1.8,1.0,1.0,5.0,1.9,Team splitter with local history,Free ad-supported web tool. No account required.,basic-randomizer
376,The Word Finder Random Group Generator,https://www.thewordfinder.com/random-group-generator/,2.5,4.0,3.0,2.0,1.2,1.5,5.0,2.0,Basic random groups with duplicate removal and custom group title fields,Free web tool. No account requirement visible for the generator.,
377,Togarci GroupGenerator,https://togarci.github.io/GroupGenerator/,2.5,2.4,2.6,1.2,0.5,4.5,5.0,1.9,Portuguese GitHub Pages random group generator with one-by-one name entry,Free static web tool. No account required.,"privacy-friendly,basic-randomizer"
378,Virtual Science Teachers Random Group Generator,https://virtualscienceteachers.org/random-group-generator/,2.5,3.2,2.8,1.3,1.0,4.2,5.0,1.8,Classroom number-based group generator for student-number assignments,Free classroom web tool. No account required.,"privacy-friendly,basic-randomizer"
379,A School Random Pair Generator,https://www.aschool.us/random/random-pair.php,2.4,4.2,1.7,2.2,1.4,1.0,5.0,2.1,Very basic classroom random groups with max-size or group-count modes,"Free, with ads and donation links. No account is required.",
380,AddressGenerator Random Team Generator,https://addressgenerator.app/random-team-generator,2.4,3.7,2.7,1.6,1.8,1.1,5.0,2.1,Basic ad-supported random team generator,"Free, ad-supported web tool. No account is needed.",basic-randomizer
381,ChooseRandom Groups,https://chooserandom.com/groups,2.4,2.8,3.0,1.5,1.2,1.2,3.5,2.0,Simple online group generator with comma/enter participant entry and optional public raffle workflow,Free ad-supported web tool. Optional account/public raffle workflow.,basic-randomizer
382,ClassTools24 Random Group Generator,https://classtools24.com/random-group-generator/,2.4,4.4,2.8,1.3,2.0,2.3,5.0,2.0,Simple random groups with fullscreen display and basic click-to-copy behavior,Free web tool. No account required.,basic-randomizer
383,GIGAcalculator Random Team Generator,https://www.gigacalculator.com/randomizers/random-team-generator.php,2.4,4.2,2.6,1.5,2.0,1.1,5.0,2.0,Quick random sports/team splits when per-team copy is enough,Free web tool. No account required.,basic-randomizer
384,GroupGen,https://github.com/GroupGen/GroupGen,2.4,1.8,2.4,2.0,0.8,4.2,2.8,1.8,Open-source offline/privacy-respecting random group generator repository,Free open-source project under GPL-3.0.,
385,Matthew Bickell Random Group Generator,https://groups.matthewbickell.co.uk/,2.4,2.8,2.0,1.0,0.5,4.5,5.0,1.6,Tiny comma-separated random group generator,Free web tool. No account required.,"privacy-friendly,basic-randomizer"
386,Picker Online Wheel Team Picker,https://pickeronlinewheel.com/random-team-generator/,2.4,2.6,2.6,1.8,0.7,1.8,5.0,1.9,Simple multi-step random team wheel with custom team-name positioning,Free web tool; no signup observed.,basic-randomizer
387,Random Generator Tools Random Group Generator,https://randomgeneratortools.com/random-group-generator/,2.4,3.9,2.6,1.4,1.0,2.8,5.0,2.0,Tiny people-per-group random splitter with paste input,Free web tool. No account required.,basic-randomizer
388,Saiful Islam GroupMaker,https://saifulislamdev.github.io/groupmaker/,2.4,2.6,1.8,1.0,0.4,4.3,5.0,1.8,Tiny comma-separated group maker with fixed group-size buttons,Free web tool. No account required.,"privacy-friendly,basic-randomizer"
389,Saroj Meher Random Group Generator,https://www.sarojmeher.com/tools/random-group-generator/,2.4,2.8,2.2,2.4,2.8,0.8,5.0,2.0,Decorated random group output with color and image download options,"Free, ad-supported web tool. No account is required.",
390,Semantic Pen Random Team Generator,https://www.semanticpen.com/tools/random-team-generator,2.4,2.8,3.0,2.0,1.2,1.8,2.8,1.8,AI prompt-based random team generator page,Free AI page with pro-mode upsell. Account/payment may apply for extended use.,"constraints,ai-assisted"
391,TA Easy Random Group,https://www.ta-easy.com/random-group/en,2.4,4.0,2.3,1.4,0.8,2.5,5.0,2.0,Very simple no-account random groups when export and rules do not matter,Free. No account is required.,basic-randomizer
392,ToolPrime Random Team Generator,https://toolprime.com/random-team-generator,2.4,3.8,2.7,1.4,2.1,2.0,5.0,2.0,Basic random teams with TXT download,"Free web tool. No account is needed for the random team generator, though the site has login/newsletter surfaces elsewhere.",basic-randomizer
393,University of Edinburgh Group Allocator,https://static.sps.ed.ac.uk/groupallocator/,2.4,4.5,2.1,1.7,3.2,5.0,5.0,2.0,Bare-bones random groups with CSV download,"Free static web tool. No account, payment, or sign-up.","privacy-friendly,strong-exports,basic-randomizer"
394,Wheelzify Random Team Generator Wheel,https://www.wheelzify.com/random-team-generator/,2.4,2.4,3.8,2.3,1.2,1.8,3.0,1.9,Presentation-style wheel-based team picking rather than one-click team splitting,Free to start. Sign-in is promoted for saved rosters/wheel sets and other site features.,
395,Aslin Joel Team Randomizer,https://aslin-joel-r.github.io/team-randomizer/,2.3,2.4,2.0,1.4,0.8,4.8,5.0,1.7,Small GitHub Pages team/random-person randomizer,Free static web app. No account required.,"privacy-friendly,basic-randomizer"
396,CommonTools Random Team Generator,https://www.commontools.org/tool/random-team-generator-124,2.3,3.8,2.3,1.4,2.1,0.9,5.0,2.0,Basic random groups with TXT download,"Free, ad-supported web tool. No account is needed for the random team generator.",basic-randomizer
397,Effie Random Group Generator,https://www.effie.pro/free-tools/random-group-generator,2.3,4.6,3.8,1.2,1.0,2.8,5.0,2.0,A quick no-account two-or-more group split on Effie’s site,Free web tool. No account required for the generator; the surrounding Effie app has its own product/download flow.,basic-randomizer
398,Flippity Random Name Picker,https://www.flippity.net/v2/RandomNamePicker.htm,2.3,3.5,2.5,1.8,2.5,3.2,3.5,2.2,Spreadsheet-backed classroom grouping and quick random teams,"Free, ad-supported Flippity tool. Quick-entry use is free without a Flippity account; the spreadsheet-template workflow requires a Google account and Google Sheets setup.",
399,GeneratorMix Random Team Generator,https://www.generatormix.com/random-team-generator,2.3,4.4,2.5,1.3,1.0,1.4,5.0,2.0,Very basic random team splitter on a generator directory site,Free ad-supported web tool. No account required.,basic-randomizer
400,Group M4ker,https://pyxidatol-c.github.io/group-m4ker/,2.3,1.8,2.6,2.0,0.8,4.2,5.0,1.8,Field-trip/class group maker driven by uploaded student lists,Free web app. No account required.,privacy-friendly
401,Icebreaker Games Random Group Generator,https://icebreaker-games.org/random-group-generator,2.3,4.1,3.1,1.9,1.7,0.7,5.0,2.0,Fast icebreaker groups when copy-only output is enough,Free. No account is required. The site shows an advertising consent flow.,
402,OpenEduCat AI Group Generator,https://openeducat.org/ai/tools/group-generator/,2.3,1.3,3.8,3.0,2.8,2.2,1.0,3.0,"Institutions already evaluating OpenEduCat, not quick public grouping","Requires OpenEduCat access/trial. The site advertises a 15-day free trial and modular pricing from $69/year for modules, with cloud or on-premise deployment depending on the plan.","constraints,ai-assisted"
403,Random Name Picker Team Generator,https://www.randomnamepicker.net/team-generator,2.3,2.8,2.0,1.5,1.0,2.2,3.5,2.0,Older team generator with name-set support and members-per-team input,Free web tool with optional/premium account links.,basic-randomizer
404,RandThings Random Team Generator,https://randthings.com/team-generator/,2.3,4.2,3.0,1.3,0.6,1.3,5.0,2.1,No-frills random teams from pasted names,"Free, ad-supported web tool. No account is needed for the team generator.",basic-randomizer
405,Research Randomizer,https://www.randomizer.org/,2.3,3.0,2.6,1.8,2.6,2.6,5.0,2.0,Research random-number generator for assigning participants to conditions,Free web tool. No account required.,basic-randomizer
406,SoulATools Random Picker / Team Picker,https://soulatools.com/random-picker/,2.3,2.8,2.4,1.9,0.6,1.5,5.0,2.0,Casual team splitting inside a broader random-picker tool,Free. No account is required.,
407,SpinWheelNames Random Team Generator,https://spinwheelnames.com/random-team-generator,2.3,2.8,3.1,1.8,1.5,2.6,4.5,1.8,Wheel-based visual team assignment,Free web tool. No account is required for basic wheel/team use; saving/sharing wheel configurations is supported.,basic-randomizer
408,Warren Institute Random Groups Generator,https://warreninstitute.org/tools/random-groups-generator.html,2.3,3.6,2.2,1.5,1.1,1.8,5.0,2.0,Bare-bones classroom/team random grouping,"Free, ad-supported web tool. No account is required.",basic-randomizer
409,Alien Fusion Generator Random Group Generator,https://alienfusiongenerator.com/random-group-generator/,2.2,3.8,2.2,1.4,2.4,0.7,5.0,2.0,Basic random groups with copy/download on an ad-heavy page,"Free, ad-supported web tool. No account is needed for the random group generator.",basic-randomizer
410,Applorium Random Group Generator,https://applorium.com/blog/random-group-generator/,2.2,4.8,2.7,1.0,1.0,3.8,5.0,2.0,"One-off random teams on a quiet, low-friction blog page",Free web tool. No account required.,basic-randomizer
411,FlexOS Random Group Generator,https://www.flexos.work/tools/random-group-generator-easy-fast-team-sorting,2.2,3.8,3.0,1.7,1.0,1.5,5.0,2.0,Tiny comma-separated team splits on a future-of-work blog page,Free web tool. No account required.,basic-randomizer
412,GroupGenerator.top,https://www.groupgenerator.top/,2.2,4.7,3.2,1.5,1.5,1.2,5.0,2.0,Trying a simple random split with experimental AI-style instructions,Free web tool. No account requirement was visible.,"basic-randomizer,ai-assisted"
413,Homeschool of 1 Random Team Generator,https://www.homeschoolof1.com/random-team-generator/,2.2,2.4,1.8,2.0,2.0,0.8,5.0,2.0,Embedded classroom/homeschool team splitter inside an ad-heavy article,"Free, ad-supported web tool. No account is required.",
414,MiniWebTool Random Group Generator,https://miniwebtool.com/random-group-generator/,2.2,5.0,2.7,2.0,2.0,2.0,4.0,2.0,Fast basic web groups with arbitrary group size or team count,"Free, ad-supported web tool with an anti-adblock/premium upsell popup. Premium is positioned as ad-free and faster; the related developer API starts free with credits and paid tiers.",
415,Online Stopwatch Random Magic Hat Group Generator,https://www.online-stopwatch.com/random-group-generators/random-magic-hat-group-generator/,2.2,3.2,2.4,1.6,1.3,1.0,4.0,2.0,Classroom display novelty when animated sorting matters more than features,Free with ads. Premium/ad-free and saved-name convenience are promoted by the site.,basic-randomizer
416,Peliah RandomGenerator,https://github.com/Peliah/RandomGenerator,2.2,1.8,1.8,1.2,0.5,4.0,2.0,1.8,Open-source Tkinter desktop random group generator,Free open-source GitHub repository. Requires local Python/Tkinter setup.,basic-randomizer
417,PickJa Random Group Generator,https://pickja.com/tools/random-group-generator,2.2,4.4,3.4,2.0,1.0,1.0,5.0,2.0,Quick no-account random groups with group-count or members-per-group mode,Free web tool. No account required for the generator; sign-in exists for the broader PickJa site.,
418,QuizBreaker Team Generator,https://www.quizbreaker.com/team-generator,2.2,2.4,3.5,1.4,2.0,2.2,4.6,1.8,Not recommended; basic space-separated random teams on a QuizBreaker marketing page,Free public tool. No account is required for the generator; the surrounding QuizBreaker product promotes signup and paid/product workflows.,basic-randomizer
419,Random Group Generator Chrome Extension,https://chromewebstore.google.com/detail/random-group-generator/njpbladpjfebkonnclifnjapepbigmbg?hl=en,2.2,3.8,3.0,1.6,1.4,4.2,3.2,2.0,Chrome users who want a tiny local random-group popup,"Free Chrome extension. No account advertised, but it requires installing a browser extension.","privacy-friendly,basic-randomizer"
420,Random Group Generator Firefox Add-on,https://addons.mozilla.org/en-US/firefox/addon/random-group-generator/,2.2,2.6,2.0,1.4,0.8,3.0,2.8,2.0,Firefox add-on for simple locally saved random groups,Free Firefox add-on. Requires Firefox add-on installation.,basic-randomizer
421,RandomGenerate.io Random Team Generator,https://randomgenerate.io/random-team-generator,2.2,3.5,2.4,1.4,1.4,1.0,5.0,2.0,Basic random teams on a general random-generator site,Free web tool. No account required.,basic-randomizer
422,RandomLists Random Team Generator,https://www.randomlists.com/team-generator,2.2,4.6,3.2,1.8,2.1,1.0,5.0,2.0,Simple random teams from a pasted list,"Free, ad-supported web tool. No paid group-generation tier is needed, but the cost is heavy ad/consent friction and a very basic feature set.",basic-randomizer
423,RandomReady Random Group Generator,https://www.randomready.com/random-group-generator/,2.2,3.5,2.0,1.4,1.0,3.0,5.0,2.0,Very simple random group splits,Free. No account is required.,basic-randomizer
424,Spin the Crocodile Team Picker,https://spinthecrocodile.com/team-picker,2.2,3.8,3.4,1.5,1.0,1.6,5.0,1.8,"Visual team-member picker for captains, roles, and small classroom/team selections",Free ad-supported web tool. No account required.,basic-randomizer
425,UltimateSolver Random Groups,https://www.ultimatesolver.com/en/random-groups,2.2,4.0,2.8,1.8,2.2,3.0,5.0,2.0,Privacy-conscious basic random groups with cryptographic server randomness,Free web tool. No account or payment required.,basic-randomizer
426,Group Randomizer Vercel App,https://group-randomizer-ten.vercel.app/,2.1,1.7,2.2,2.1,0.7,4.4,5.0,1.6,Specialized spreadsheet-driven group randomizer for multi-day/group workflows,Free web app. No account required.,privacy-friendly
427,HeySpinner,https://heyspinner.com/,2.1,2.7,3.8,1.8,1.0,1.2,3.5,1.2,"Public wheel spins when you want a visual random picker, not automatic team splitting",Free wheel tool. Account is required for saved wheels and share links; local unsaved use works without login.,basic-randomizer
428,iLeren Groepenmaker,https://ileren.be/apps/groepenmaker/index.html,2.1,4.1,1.7,1.8,1.0,4.7,5.0,2.0,Dutch-speaking teachers who need a tiny no-account classroom splitter,Free. No account required.,"privacy-friendly,basic-randomizer"
429,ImageCompresser Random Team Generator,https://imagecompresser.com/random-team-generator,2.1,2.8,2.0,1.2,0.4,1.1,4.8,1.8,Basic random teams on an ad-supported utility site,Free ad-supported web tool.,basic-randomizer
430,Mega Seating Plan Free Random Group Maker,https://www.seatingplan.com/tools/groupmaker,2.1,4.7,2.8,1.8,1.0,1.8,4.8,2.0,Teachers who already use Seating Plan class lists,"Free basic random group maker. The broader Mega Seating Plan product has paid plan context, but this specific simple group-maker page is free and does not expose paid grouping controls.",basic-randomizer
431,Microapp Team Generator,https://microapp.io/team-generator/,2.1,3.2,2.7,1.2,0.8,0.8,4.6,2.0,A minimal team split if you tolerate the consent wall,"Free. The generator itself did not require an account, though the site has sign-in and membership surfaces.",basic-randomizer
432,My2lbox Random Group Generator,https://my2lbox.com/en/random-group-generator,2.1,2.6,2.0,2.2,1.1,1.4,5.0,2.5,Tiny random or level-weighted groups when privacy/ad-tech tradeoffs are acceptable,Free. No account required.,constraints
433,Random Teams Generator Android App,https://play.google.com/store/apps/details?id=com.dev.simonedipaolo.randomteamsgenerator&hl=en_US,2.1,3.0,2.2,1.5,0.8,2.0,3.0,2.0,Simple Android random teams with generated names and flags,Android app on Google Play. Pricing was not evaluated from the fetched listing.,basic-randomizer
434,RandomTeams.net,https://www.randomteams.net/,2.1,3.0,2.1,1.4,0.6,1.5,5.0,2.0,Very simple team-size splitting with generated funny team names,Free. No account is required.,basic-randomizer
435,Repixify Random Team Generator,https://www.repixify.com/tools/random-team-generator,2.1,2.3,2.6,2.3,2.0,1.0,5.0,2.0,Users who specifically want leader markers and custom team names and do not care about ad-tech,Free web tool. No account required.,
436,1minusbeta Name Group Generator,https://1minusbeta.com/name-group-generator,2.0,3.2,1.2,1.3,0.8,4.8,5.0,1.9,Ultra-minimal name grouping,Free. No account is required.,"privacy-friendly,basic-randomizer"
437,BestRandoms Random Team Generator,https://www.bestrandoms.com/random-team-generator,2.0,2.8,1.6,1.2,0.5,0.8,4.8,1.8,Very basic ad-supported random group generation,Free ad-supported web tool.,basic-randomizer
438,Breno Design Group Generator,https://www.breno.design/design-tool/group-generator,2.0,2.6,3.4,1.5,1.0,2.0,5.0,2.0,Small rosters where you want to click-select names and make quick visual groups,Free web tool. No account required.,basic-randomizer
439,Calculate.co.nz Random Team Generator,https://www.calculate.co.nz/random-team-generator.php,2.0,4.2,2.1,1.2,1.0,2.4,5.0,1.8,One-off random teams when page-only output is enough,Free web tool. No account required.,basic-randomizer
440,GoSpinWheel Random Group Generator,https://gospinwheel.com/random-group-generator,2.0,2.4,3.6,1.8,2.4,1.6,4.2,1.2,Live wheel-based team assignment when presentation matters more than balanced rosters,"Free ad-supported web wheel. Core spinning and editing work without an account; sign-in or paid plans are tied to public share links, cloud library, and ad-free use.",basic-randomizer
441,PinCalculator Random Group Generator,https://www.pincalculator.com/random-group-generator,2.0,3.0,2.6,1.2,1.0,3.0,5.0,2.0,Tiny no-account random groups when one-by-one name entry is acceptable,Free web tool. No account required.,basic-randomizer
442,RandomCount Team Generator,https://randomcount.in/teamgenerator,2.0,2.8,2.5,1.0,1.0,2.4,5.0,2.0,Tiny groups where adding names one at a time is acceptable,Free web tool. No account required.,basic-randomizer
443,Terrific Tools Random Group Generator,https://terrific.tools/randomizer/random-group-generator,2.0,2.4,2.1,2.0,2.0,1.9,4.6,2.0,People who want a small browser tool with individual member entry and simple group-size controls,"Free web tool. No account required for generation; account prompts are for comments, ratings, bookmarks, and the broader site.",
444,MadeInText Random Group Generator,https://www.madeintext.com/random-group-generator/,1.9,4.6,2.0,1.0,1.0,1.0,5.0,2.0,Very simple one-off random groups when privacy does not matter,Free web tool. No account required.,basic-randomizer
445,PureTables Random Group Generator,https://puretables.com/random-group-generator,1.9,4.2,2.0,1.0,1.0,1.4,5.0,2.0,Very basic page-only random teams,Free web tool. No account required.,basic-randomizer
446,Sheffield Hallam TEL-e-vision Group Maker,https://teaching.shu.ac.uk/hwb/hwbtel/resources/TEL-e-vision/groupmaker.html,1.9,4.2,1.8,1.4,1.2,3.6,5.0,2.0,Very quick no-account random classroom groups,Free web page. No account or payment required.,basic-randomizer
447,Web0 Random Team Generator,https://www.web0.it/random/team/en,1.9,3.7,2.4,1.2,1.0,4.4,5.0,2.0,Ultra-minimal local random groups,Free. No account required.,"privacy-friendly,basic-randomizer"
448,ClassTools Random Group Generator,https://www.classtools.net/random-group-generator/,1.8,4.4,1.0,1.6,3.1,1.0,5.0,2.0,Very quick classroom group splits,"Free, ad-supported web tool. No account or payment is needed for the random group generator. Premium removes ads and adds broader ClassTools workspace/history benefits, but the reviewed free group-generator workflow is surrounded by monetized site clutter.",basic-randomizer
449,Musely Team Builder Generator,https://musely.ai/tools/team-builder-generator,1.8,1.4,3.4,2.0,0.0,1.6,1.8,0.8,Not recommended unless Musely verification works for the user,"Public tool page with free-looking generator controls, upgrade/signup surfaces, and a disabled generate flow in live testing. No completed no-account generation was verified.","constraints,ai-assisted"
450,Schule Dietmannsried Gruppen Generator,https://www.schule-dietmannsried.de/gruppen/,1.8,3.8,1.5,1.5,1.0,4.2,5.0,2.0,Bare-bones German classroom group splitting,Free. No account required.,"privacy-friendly,basic-randomizer"
451,Wheel Decide Random Team Generator,https://wheel-decide.com/randomteamgenerator.php,1.8,2.4,1.8,1.0,0.5,1.8,5.0,1.1,Manual wheel-based team selection with add/remove segments,Free web tool.,basic-randomizer
452,Wheel of Names,https://wheelofnames.com/,1.8,5.0,4.5,1.2,2.5,3.0,4.5,1.2,"Random picking, raffles, and manual group-building workarounds","Free, ad-supported spinner. No paywall for premium wheel features, but that mostly benefits random picking/presentation rather than actual group generation.",basic-randomizer
453,AhaSlides Random Team Generator,https://ahaslides.com/features/random-team-generator/,1.7,1.8,3.8,1.3,1.0,2.7,1.5,2.0,AhaSlides users who already want random-team generation inside an interactive presentation workflow,"AhaSlides has a free plan with limits and paid presentation plans. The pricing page describes up to 5 quiz and 3 poll slides on Free, paid upgrades for unlimited interactive slides, and special education/nonprofit rates.",basic-randomizer
454,BasedLabs Random Team Generator with Conditions,https://www.basedlabs.ai/tools/random-team-generator-with-conditions,1.6,1.8,2.8,1.6,0.8,1.4,1.5,1.5,"Prompt ideas for AI-assisted grouping, not a structured group generator",BasedLabs account/product pricing applies; the public page did not expose a no-account structured generator.,"constraints,basic-randomizer,ai-assisted"
455,FreeTextTools Random Team Generator,https://www.freetexttools.org/random-team-generator/,1.6,2.0,3.0,2.2,1.4,1.2,5.0,0.8,Feature-rich-looking team generator that did not produce visible teams in testing,"Free, ad-supported web tool. No account is required.",
456,BasedLabs Random Group Generator,https://www.basedlabs.ai/tools/random-group-generator,1.4,1.8,2.8,1.2,0.6,1.4,1.5,1.2,"Prompt examples for AI group formation, not a dependable generator",BasedLabs account/product pricing applies; no standalone free structured generator was verified.,"constraints,basic-randomizer,ai-assisted"
457,Wordwall Random Team Generator Resource,https://wordwall.net/resource/37278876/random-team-generator,1.4,1.6,2.6,0.8,1.3,1.8,1.5,0.8,"A prebuilt Wordwall spin-wheel activity, not a real group generator",Viewing the shared resource is free. Editing/assignment/template features involve Wordwall login and subscription-gated surfaces.,basic-randomizer
458,DecisionMakerTool Team Picker,https://www.decisionmakertool.com/team-picker,1.3,2.0,2.8,0.8,0.3,2.4,5.0,0.6,"A visual picker page, not a real team generator",Free. No account is required.,basic-randomizer
459,Teach Starter Random Name Picker,https://www.teachstarter.com/us/widget/random-name-picker-us/,1.1,4.5,3.8,0.8,1.0,3.2,4.0,0.8,"Picking one student at a time, not generating groups","Free random name picker widget; broader Teach Starter resources and saved-account workflows may sit behind free/paid teacher plans, depending on region/resource.",basic-randomizer
460,RemagineAI Random Group Generator,https://remagineai.com/name-generator/random-group-generator,1.0,1.2,2.4,0.8,0.0,1.0,1.0,0.8,Not recommended as a standalone group generator,Account/product funnel; no standalone free structured generator was verified.,"basic-randomizer,ai-assisted"
461,Huqiu Random Group Generator,https://en.huqiu.com/random/random-group-generator.html,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not recommended; page was inaccessible during review,Unknown from live testing because the page was inaccessible.,basic-randomizer
